id;name;category;main_imagen;images;sizes;price;sku;updated_at;alt_text
59;Garden;Comunión;https://pedidos.colorexlab.com/4814-large_default/garden.jpg;"https://pedidos.colorexlab.com/4814-home_default/garden.jpg
https://pedidos.colorexlab.com/4815-home_default/garden.jpg
https://pedidos.colorexlab.com/4816-home_default/garden.jpg
https://pedidos.colorexlab.com/4817-home_default/garden.jpg";25x25   30x30   35x25;;;;
60;Hera;Comunión;https://pedidos.colorexlab.com/4755-large_default/hera.jpg;"https://pedidos.colorexlab.com/4755-home_default/hera.jpg
https://pedidos.colorexlab.com/4754-home_default/hera.jpg
https://pedidos.colorexlab.com/4756-home_default/hera.jpg
https://pedidos.colorexlab.com/4757-home_default/hera.jpg";30x30   35x25;;;;
61;Leaf;Comunión;https://pedidos.colorexlab.com/4717-large_default/leaf.jpg;"https://pedidos.colorexlab.com/4717-home_default/leaf.jpg
https://pedidos.colorexlab.com/4716-home_default/leaf.jpg
https://pedidos.colorexlab.com/4718-home_default/leaf.jpg
https://pedidos.colorexlab.com/4719-home_default/leaf.jpg";25x25   25x30 V   30x25   30x30   35x25;;;;
62;Libretto;Comunión;https://pedidos.colorexlab.com/4944-large_default/libretto.jpg;"https://pedidos.colorexlab.com/4944-home_default/libretto.jpg
https://pedidos.colorexlab.com/4945-home_default/libretto.jpg
https://pedidos.colorexlab.com/4946-home_default/libretto.jpg
https://pedidos.colorexlab.com/4947-home_default/libretto.jpg";20x20   25x25   25x30 V   30x30;;;;
63;Libro de firmas Fotográfico;Comunión;https://pedidos.colorexlab.com/937-large_default/libro-de-firmas-fotografico.jpg;"https://pedidos.colorexlab.com/937-home_default/libro-de-firmas-fotografico.jpg
https://pedidos.colorexlab.com/936-home_default/libro-de-firmas-fotografico.jpg
https://pedidos.colorexlab.com/938-home_default/libro-de-firmas-fotografico.jpg
https://pedidos.colorexlab.com/939-home_default/libro-de-firmas-fotografico.jpg";30x20;;;;
64;Libro de firmas Libretto;Comunión;https://pedidos.colorexlab.com/946-large_default/libro-de-firmas-libretto.jpg;"https://pedidos.colorexlab.com/946-home_default/libro-de-firmas-libretto.jpg
https://pedidos.colorexlab.com/947-home_default/libro-de-firmas-libretto.jpg
https://pedidos.colorexlab.com/948-home_default/libro-de-firmas-libretto.jpg
https://pedidos.colorexlab.com/949-home_default/libro-de-firmas-libretto.jpg";30x20;;;;
65;Libro de firmas Lux White;Comunión;https://pedidos.colorexlab.com/950-large_default/libro-de-firmas-lux-white.jpg;"https://pedidos.colorexlab.com/950-home_default/libro-de-firmas-lux-white.jpg
https://pedidos.colorexlab.com/951-home_default/libro-de-firmas-lux-white.jpg
https://pedidos.colorexlab.com/952-home_default/libro-de-firmas-lux-white.jpg";24x30;;;;
66;Lino Combinado;Comunión;https://pedidos.colorexlab.com/4568-large_default/lino-combinado.jpg;"https://pedidos.colorexlab.com/4568-home_default/lino-combinado.jpg
https://pedidos.colorexlab.com/4447-home_default/lino-combinado.jpg
https://pedidos.colorexlab.com/3174-home_default/lino-combinado.jpg
https://pedidos.colorexlab.com/3878-home_default/lino-combinado.jpg";25x25   25x30 V   30x25   30x30   25x35 V   35x25;;;;
67;Lino Combinado Fotopegada;Comunión;https://pedidos.colorexlab.com/918-large_default/combinado.jpg;"https://pedidos.colorexlab.com/918-home_default/combinado.jpg
https://pedidos.colorexlab.com/4489-home_default/combinado.jpg
https://pedidos.colorexlab.com/1556-home_default/combinado.jpg
https://pedidos.colorexlab.com/4490-home_default/combinado.jpg";25x25   30x30;;;;
68;Lino Ribbon;Comunión;https://pedidos.colorexlab.com/4802-large_default/lino-ribbon.jpg;"https://pedidos.colorexlab.com/4802-home_default/lino-ribbon.jpg
https://pedidos.colorexlab.com/4803-home_default/lino-ribbon.jpg
https://pedidos.colorexlab.com/4804-home_default/lino-ribbon.jpg
https://pedidos.colorexlab.com/4805-home_default/lino-ribbon.jpg";30x30   35x25;;;;
69;Lino Vintage;Comunión;https://pedidos.colorexlab.com/4877-large_default/lino-vintage.jpg;"https://pedidos.colorexlab.com/4877-home_default/lino-vintage.jpg
https://pedidos.colorexlab.com/4876-home_default/lino-vintage.jpg
https://pedidos.colorexlab.com/4878-home_default/lino-vintage.jpg
https://pedidos.colorexlab.com/4879-home_default/lino-vintage.jpg";25x25   30x30   25x35 V   35x25;;;;
70;Minimalista;Comunión;https://pedidos.colorexlab.com/4455-large_default/minimalista.jpg;"https://pedidos.colorexlab.com/4455-home_default/minimalista.jpg
https://pedidos.colorexlab.com/4456-home_default/minimalista.jpg
https://pedidos.colorexlab.com/4457-home_default/minimalista.jpg
https://pedidos.colorexlab.com/4459-home_default/minimalista.jpg";25x25   30x20   25x30 V   30x30   25x35 V   35x25   35x35   40x30;;;;
71;Modelo 1 Fotopegada;Comunión;https://pedidos.colorexlab.com/920-large_default/modelo-1-fotopegada.jpg;"https://pedidos.colorexlab.com/920-home_default/modelo-1-fotopegada.jpg
https://pedidos.colorexlab.com/1517-home_default/modelo-1-fotopegada.jpg
https://pedidos.colorexlab.com/1516-home_default/modelo-1-fotopegada.jpg
https://pedidos.colorexlab.com/1518-home_default/modelo-1-fotopegada.jpg";30x30;;;;
72;Modelo 2 Fotopegada;Comunión;https://pedidos.colorexlab.com/922-large_default/modelo-2-fotopegada.jpg;"https://pedidos.colorexlab.com/922-home_default/modelo-2-fotopegada.jpg
https://pedidos.colorexlab.com/1519-home_default/modelo-2-fotopegada.jpg
https://pedidos.colorexlab.com/921-home_default/modelo-2-fotopegada.jpg";25x25   30x30;;;;
73;Modelo 3 Fotopegada;Comunión;https://pedidos.colorexlab.com/925-large_default/modelo-3-fotopegada.jpg;"https://pedidos.colorexlab.com/925-home_default/modelo-3-fotopegada.jpg
https://pedidos.colorexlab.com/924-home_default/modelo-3-fotopegada.jpg
https://pedidos.colorexlab.com/926-home_default/modelo-3-fotopegada.jpg";30x25;;;;
74;Modelo 5 Fotopegada;Comunión;https://pedidos.colorexlab.com/927-large_default/modelo-5-fotopegada.jpg;"https://pedidos.colorexlab.com/927-home_default/modelo-5-fotopegada.jpg
https://pedidos.colorexlab.com/1554-home_default/modelo-5-fotopegada.jpg
https://pedidos.colorexlab.com/928-home_default/modelo-5-fotopegada.jpg";25x25   30x30;;;;
75;Modelo 9 Fotopegada;Comunión;https://pedidos.colorexlab.com/931-large_default/modelo-9-fotopegada.jpg;"https://pedidos.colorexlab.com/931-home_default/modelo-9-fotopegada.jpg
https://pedidos.colorexlab.com/1553-home_default/modelo-9-fotopegada.jpg
https://pedidos.colorexlab.com/930-home_default/modelo-9-fotopegada.jpg";25x25   30x30;;;;
76;Motive;Comunión;https://pedidos.colorexlab.com/4843-large_default/motive.jpg;"https://pedidos.colorexlab.com/4843-home_default/motive.jpg
https://pedidos.colorexlab.com/4842-home_default/motive.jpg
https://pedidos.colorexlab.com/4844-home_default/motive.jpg
https://pedidos.colorexlab.com/4845-home_default/motive.jpg";25x25   30x20   30x30   35x25;;;;
77;Oriel;Comunión;https://pedidos.colorexlab.com/4899-large_default/oriel.jpg;"https://pedidos.colorexlab.com/4899-home_default/oriel.jpg
https://pedidos.colorexlab.com/4898-home_default/oriel.jpg
https://pedidos.colorexlab.com/4900-home_default/oriel.jpg
https://pedidos.colorexlab.com/4901-home_default/oriel.jpg";25x25   30x30   25x35 V   35x25;;;;
78;Pack 1 - Bohemian;Comunión;https://pedidos.colorexlab.com/4433-large_default/pack-n1-bohemian.jpg;"https://pedidos.colorexlab.com/4433-home_default/pack-n1-bohemian.jpg
https://pedidos.colorexlab.com/4434-home_default/pack-n1-bohemian.jpg
https://pedidos.colorexlab.com/4435-home_default/pack-n1-bohemian.jpg
https://pedidos.colorexlab.com/2969-home_default/pack-n1-bohemian.jpg";25x25   30x25   30x30   35x25;;;;
79;Pack 10 - Slider;Comunión;https://pedidos.colorexlab.com/4969-large_default/pack-10-slider.jpg;"https://pedidos.colorexlab.com/4969-home_default/pack-10-slider.jpg
https://pedidos.colorexlab.com/4970-home_default/pack-10-slider.jpg
https://pedidos.colorexlab.com/4971-home_default/pack-10-slider.jpg
https://pedidos.colorexlab.com/4972-home_default/pack-10-slider.jpg";30x30;;;;
80;Pack 11 - Sensaciones Mix;Comunión;https://pedidos.colorexlab.com/5004-large_default/pack-11-sensaciones-mix.jpg;"https://pedidos.colorexlab.com/5004-home_default/pack-11-sensaciones-mix.jpg
https://pedidos.colorexlab.com/5005-home_default/pack-11-sensaciones-mix.jpg
https://pedidos.colorexlab.com/5006-home_default/pack-11-sensaciones-mix.jpg
https://pedidos.colorexlab.com/5007-home_default/pack-11-sensaciones-mix.jpg";30x30   35x25;;;;
81;Pack 12 - Lino Mix;Comunión;https://pedidos.colorexlab.com/5021-large_default/pack-12-album-lino-cristal-mix.jpg;"https://pedidos.colorexlab.com/5021-home_default/pack-12-album-lino-cristal-mix.jpg
https://pedidos.colorexlab.com/5020-home_default/pack-12-album-lino-cristal-mix.jpg
https://pedidos.colorexlab.com/5022-home_default/pack-12-album-lino-cristal-mix.jpg
https://pedidos.colorexlab.com/5023-home_default/pack-12-album-lino-cristal-mix.jpg";30x30   35x25;;;;
82;Pack 13 - Doily;Comunión;https://pedidos.colorexlab.com/4988-large_default/pack-13-doily.jpg;"https://pedidos.colorexlab.com/4988-home_default/pack-13-doily.jpg
https://pedidos.colorexlab.com/4987-home_default/pack-13-doily.jpg
https://pedidos.colorexlab.com/4989-home_default/pack-13-doily.jpg
https://pedidos.colorexlab.com/4990-home_default/pack-13-doily.jpg";25x25   30x25   30x30   35x25;;;;
83;Pack 3 - Lino Combinado;Comunión;https://pedidos.colorexlab.com/4616-large_default/pack-n3-lino-combinado.jpg;"https://pedidos.colorexlab.com/4616-home_default/pack-n3-lino-combinado.jpg
https://pedidos.colorexlab.com/4617-home_default/pack-n3-lino-combinado.jpg
https://pedidos.colorexlab.com/4618-home_default/pack-n3-lino-combinado.jpg
https://pedidos.colorexlab.com/4619-home_default/pack-n3-lino-combinado.jpg";25x25   25x30 V   30x25   30x30   25x35 V   35x25;;;;
84;Pack 4 - Crystal;Comunión;https://pedidos.colorexlab.com/4626-large_default/pack-n4-crystal.jpg;"https://pedidos.colorexlab.com/4626-home_default/pack-n4-crystal.jpg
https://pedidos.colorexlab.com/4627-home_default/pack-n4-crystal.jpg
https://pedidos.colorexlab.com/4628-home_default/pack-n4-crystal.jpg
https://pedidos.colorexlab.com/4629-home_default/pack-n4-crystal.jpg";30x30   35x25;;;;
85;Pack 5 - Cristal Mix;Comunión;https://pedidos.colorexlab.com/4634-large_default/pack-n5-cristal-mix.jpg;"https://pedidos.colorexlab.com/4634-home_default/pack-n5-cristal-mix.jpg
https://pedidos.colorexlab.com/4635-home_default/pack-n5-cristal-mix.jpg
https://pedidos.colorexlab.com/4636-home_default/pack-n5-cristal-mix.jpg
https://pedidos.colorexlab.com/4637-home_default/pack-n5-cristal-mix.jpg";30x30   35x25;;;;
86;Pack 6 - Colorex Basic;Comunión;https://pedidos.colorexlab.com/3756-large_default/pack-n6-colorex-basic.jpg;"https://pedidos.colorexlab.com/3756-home_default/pack-n6-colorex-basic.jpg
https://pedidos.colorexlab.com/3026-home_default/pack-n6-colorex-basic.jpg
https://pedidos.colorexlab.com/3027-home_default/pack-n6-colorex-basic.jpg
https://pedidos.colorexlab.com/3757-home_default/pack-n6-colorex-basic.jpg";25x25   30x30;;;;
87;Pack 7 - Colorex Standard;Comunión;https://pedidos.colorexlab.com/4648-large_default/pack-n7-colorex-standard.jpg;"https://pedidos.colorexlab.com/4648-home_default/pack-n7-colorex-standard.jpg
https://pedidos.colorexlab.com/4649-home_default/pack-n7-colorex-standard.jpg
https://pedidos.colorexlab.com/4650-home_default/pack-n7-colorex-standard.jpg
https://pedidos.colorexlab.com/4651-home_default/pack-n7-colorex-standard.jpg";25x25   25x30 V   30x25;;;;
88;Pack 8 - Colorex Deluxe 35x25;Comunión;https://pedidos.colorexlab.com/4668-large_default/pack-n8-colorex-deluxe.jpg;"https://pedidos.colorexlab.com/4668-home_default/pack-n8-colorex-deluxe.jpg
https://pedidos.colorexlab.com/4669-home_default/pack-n8-colorex-deluxe.jpg
https://pedidos.colorexlab.com/4670-home_default/pack-n8-colorex-deluxe.jpg
https://pedidos.colorexlab.com/4671-home_default/pack-n8-colorex-deluxe.jpg";35x25;;;;
89;Pack 9 - Copias Rígidas;Comunión;https://pedidos.colorexlab.com/3872-large_default/pack-9-copias-rigidas-comunion.jpg;"https://pedidos.colorexlab.com/3872-home_default/pack-9-copias-rigidas-comunion.jpg
https://pedidos.colorexlab.com/3876-home_default/pack-9-copias-rigidas-comunion.jpg
https://pedidos.colorexlab.com/3873-home_default/pack-9-copias-rigidas-comunion.jpg
https://pedidos.colorexlab.com/3877-home_default/pack-9-copias-rigidas-comunion.jpg";;;;;
90;Pack Tradicional;Comunión;https://pedidos.colorexlab.com/2964-large_default/pack-tradicional-comunion.jpg;"https://pedidos.colorexlab.com/2964-home_default/pack-tradicional-comunion.jpg
https://pedidos.colorexlab.com/3085-home_default/pack-tradicional-comunion.jpg
https://pedidos.colorexlab.com/2965-home_default/pack-tradicional-comunion.jpg
https://pedidos.colorexlab.com/2963-home_default/pack-tradicional-comunion.jpg";33x33   25x36 V;;;;
91;Predigital;Comunión;https://pedidos.colorexlab.com/933-large_default/predigital.jpg;"https://pedidos.colorexlab.com/933-home_default/predigital.jpg
https://pedidos.colorexlab.com/934-home_default/predigital.jpg
https://pedidos.colorexlab.com/935-home_default/predigital.jpg";21x21   26x26   31x31;;;;
92;Ribbon;Comunión;https://pedidos.colorexlab.com/4928-large_default/ribbon.jpg;"https://pedidos.colorexlab.com/4928-home_default/ribbon.jpg
https://pedidos.colorexlab.com/4929-home_default/ribbon.jpg
https://pedidos.colorexlab.com/4930-home_default/ribbon.jpg
https://pedidos.colorexlab.com/4931-home_default/ribbon.jpg";30x30   35x25;;;;
93;Sensaciones;Comunión;https://pedidos.colorexlab.com/4571-large_default/sensaciones.jpg;"https://pedidos.colorexlab.com/4571-home_default/sensaciones.jpg
https://pedidos.colorexlab.com/4529-home_default/sensaciones.jpg
https://pedidos.colorexlab.com/4530-home_default/sensaciones.jpg
https://pedidos.colorexlab.com/4532-home_default/sensaciones.jpg";25x25   30x20   30x30   35x25;;;;
94;Solapa;Comunión;https://pedidos.colorexlab.com/4494-large_default/solapa.jpg;"https://pedidos.colorexlab.com/4494-home_default/solapa.jpg
https://pedidos.colorexlab.com/3335-home_default/solapa.jpg
https://pedidos.colorexlab.com/4493-home_default/solapa.jpg
https://pedidos.colorexlab.com/3336-home_default/solapa.jpg";25x25   30x30   35x25   29x36 V   40x30;;;;
95;Velours Comunión;Comunión;https://pedidos.colorexlab.com/2720-large_default/velours-comunion.jpg;"https://pedidos.colorexlab.com/2720-home_default/velours-comunion.jpg
https://pedidos.colorexlab.com/2721-home_default/velours-comunion.jpg
https://pedidos.colorexlab.com/2772-home_default/velours-comunion.jpg
https://pedidos.colorexlab.com/2723-home_default/velours-comunion.jpg";30x30   25x35 V   35x25   35x35   40x30;;;;
96;Watercolor Comunión;Comunión;https://pedidos.colorexlab.com/4590-large_default/watercolor-comunion.jpg;"https://pedidos.colorexlab.com/4590-home_default/watercolor-comunion.jpg
https://pedidos.colorexlab.com/4598-home_default/watercolor-comunion.jpg
https://pedidos.colorexlab.com/4591-home_default/watercolor-comunion.jpg
https://pedidos.colorexlab.com/2702-home_default/watercolor-comunion.jpg";25x25   30x30   25x35 V   35x25   40x30;;;;
97;Wave;Comunión;https://pedidos.colorexlab.com/4742-large_default/wave.jpg;"https://pedidos.colorexlab.com/4742-home_default/wave.jpg
https://pedidos.colorexlab.com/4743-home_default/wave.jpg
https://pedidos.colorexlab.com/4744-home_default/wave.jpg
https://pedidos.colorexlab.com/4745-home_default/wave.jpg";30x30   35x25   40x30;;;;
98;White Ring;Comunión;https://pedidos.colorexlab.com/2872-large_default/white-ring.jpg;"https://pedidos.colorexlab.com/2872-home_default/white-ring.jpg
https://pedidos.colorexlab.com/2873-home_default/white-ring.jpg
https://pedidos.colorexlab.com/2874-home_default/white-ring.jpg";25x25   30x30   35x25   29x36 V   40x30;;;;
99;Wood Motive;Comunión;https://pedidos.colorexlab.com/4693-large_default/wood-motive.jpg;"https://pedidos.colorexlab.com/4693-home_default/wood-motive.jpg
https://pedidos.colorexlab.com/4692-home_default/wood-motive.jpg
https://pedidos.colorexlab.com/4694-home_default/wood-motive.jpg
https://pedidos.colorexlab.com/4695-home_default/wood-motive.jpg";30x30   35x25;;;;
100;Wood Nature;Comunión;https://pedidos.colorexlab.com/4919-large_default/wood-nature.jpg;"https://pedidos.colorexlab.com/4919-home_default/wood-nature.jpg
https://pedidos.colorexlab.com/4918-home_default/wood-nature.jpg
https://pedidos.colorexlab.com/4920-home_default/wood-nature.jpg
https://pedidos.colorexlab.com/4921-home_default/wood-nature.jpg";25x25   30x25   30x30   25x35 V   35x25;;;;
101;Baby Motive;Baby Kids;https://pedidos.colorexlab.com/3631-large_default/baby-motive.jpg;"https://pedidos.colorexlab.com/3631-home_default/baby-motive.jpg
https://pedidos.colorexlab.com/3633-home_default/baby-motive.jpg";25x25   30x25;;;;
102;Baby Motive Fotoportada;Baby Kids;https://pedidos.colorexlab.com/3618-large_default/baby-motive.jpg;"https://pedidos.colorexlab.com/3618-home_default/baby-motive.jpg
https://pedidos.colorexlab.com/3619-home_default/baby-motive.jpg
https://pedidos.colorexlab.com/3620-home_default/baby-motive.jpg
https://pedidos.colorexlab.com/3621-home_default/baby-motive.jpg";20x20   24x18   25x25   30x25;;;;
103;Baby Motive Fotoportada Fotopegada;Baby Kids;https://pedidos.colorexlab.com/1384-large_default/baby-motive-fotoportada.jpg;"https://pedidos.colorexlab.com/1384-home_default/baby-motive-fotoportada.jpg
https://pedidos.colorexlab.com/1585-home_default/baby-motive-fotoportada.jpg
https://pedidos.colorexlab.com/1385-home_default/baby-motive-fotoportada.jpg
https://pedidos.colorexlab.com/1584-home_default/baby-motive-fotoportada.jpg";25x25   30x25;;;;
104;Baby Motive Ventana;Baby Kids;https://pedidos.colorexlab.com/3639-large_default/baby-motive-ventana.jpg;"https://pedidos.colorexlab.com/3639-home_default/baby-motive-ventana.jpg
https://pedidos.colorexlab.com/3640-home_default/baby-motive-ventana.jpg";25x25   30x25;;;;
105;Bohemian Baby;Baby Kids;https://pedidos.colorexlab.com/3414-large_default/bohemian-baby.jpg;"https://pedidos.colorexlab.com/3414-home_default/bohemian-baby.jpg
https://pedidos.colorexlab.com/3413-home_default/bohemian-baby.jpg
https://pedidos.colorexlab.com/3415-home_default/bohemian-baby.jpg
https://pedidos.colorexlab.com/3416-home_default/bohemian-baby.jpg";20x20   24x18   25x25   30x25;;;;
106;Bohemian Baby Fotopegada;Baby Kids;https://pedidos.colorexlab.com/1386-large_default/bohemian-baby-fotopegada.jpg;"https://pedidos.colorexlab.com/1386-home_default/bohemian-baby-fotopegada.jpg
https://pedidos.colorexlab.com/1582-home_default/bohemian-baby-fotopegada.jpg
https://pedidos.colorexlab.com/1387-home_default/bohemian-baby-fotopegada.jpg
https://pedidos.colorexlab.com/1583-home_default/bohemian-baby-fotopegada.jpg";25x25   30x25;;;;
107;Book Family;Baby Kids;https://pedidos.colorexlab.com/1239-large_default/book-family.jpg;"https://pedidos.colorexlab.com/1239-home_default/book-family.jpg
https://pedidos.colorexlab.com/742-home_default/book-family.jpg
https://pedidos.colorexlab.com/1240-home_default/book-family.jpg
https://pedidos.colorexlab.com/1238-home_default/book-family.jpg";20x20   24x18   25x25   30x25;;;;
108;Book Family Fotopegada;Baby Kids;https://pedidos.colorexlab.com/1391-large_default/book-family-fotopegada.jpg;"https://pedidos.colorexlab.com/1391-home_default/book-family-fotopegada.jpg
https://pedidos.colorexlab.com/1520-home_default/book-family-fotopegada.jpg
https://pedidos.colorexlab.com/1389-home_default/book-family-fotopegada.jpg
https://pedidos.colorexlab.com/1392-home_default/book-family-fotopegada.jpg";25x25;;;;
109;Book Family Predigital;Baby Kids;https://pedidos.colorexlab.com/1416-large_default/book-family.jpg;"https://pedidos.colorexlab.com/1416-home_default/book-family.jpg
https://pedidos.colorexlab.com/1413-home_default/book-family.jpg
https://pedidos.colorexlab.com/1415-home_default/book-family.jpg
https://pedidos.colorexlab.com/1414-home_default/book-family.jpg";21x21   26x26;;;;
110;Caja madera + Copias Paspartú;Baby Kids;https://pedidos.colorexlab.com/3924-large_default/caja-de-madera-copias-paspartu.jpg;"https://pedidos.colorexlab.com/3924-home_default/caja-de-madera-copias-paspartu.jpg
https://pedidos.colorexlab.com/3926-home_default/caja-de-madera-copias-paspartu.jpg
https://pedidos.colorexlab.com/1045-home_default/caja-de-madera-copias-paspartu.jpg
https://pedidos.colorexlab.com/1043-home_default/caja-de-madera-copias-paspartu.jpg";20x15   20x20;;;;
111;Colorex;Baby Kids;https://pedidos.colorexlab.com/3595-large_default/colorex.jpg;"https://pedidos.colorexlab.com/3595-home_default/colorex.jpg
https://pedidos.colorexlab.com/3596-home_default/colorex.jpg
https://pedidos.colorexlab.com/3597-home_default/colorex.jpg
https://pedidos.colorexlab.com/3598-home_default/colorex.jpg";20x20   24x18   25x25   30x25;;;;
112;Crystal;Baby Kids;https://pedidos.colorexlab.com/3557-large_default/metacrilato.jpg;"https://pedidos.colorexlab.com/3557-home_default/metacrilato.jpg
https://pedidos.colorexlab.com/3558-home_default/metacrilato.jpg
https://pedidos.colorexlab.com/3559-home_default/metacrilato.jpg
https://pedidos.colorexlab.com/3560-home_default/metacrilato.jpg";25x25   30x30   35x25;;;;
113;Libretto;Baby Kids;https://pedidos.colorexlab.com/3546-large_default/libretto.jpg;"https://pedidos.colorexlab.com/3546-home_default/libretto.jpg
https://pedidos.colorexlab.com/3545-home_default/libretto.jpg
https://pedidos.colorexlab.com/3547-home_default/libretto.jpg
https://pedidos.colorexlab.com/3549-home_default/libretto.jpg";20x20   24x18   25x25   30x25;;;;
114;Libretto Tata;Baby Kids;https://pedidos.colorexlab.com/3553-large_default/libretto.jpg;"https://pedidos.colorexlab.com/3553-home_default/libretto.jpg
https://pedidos.colorexlab.com/3554-home_default/libretto.jpg
https://pedidos.colorexlab.com/3555-home_default/libretto.jpg
https://pedidos.colorexlab.com/3556-home_default/libretto.jpg";25x25   30x20;;;;
115;Modelo 1 Fotopegada;Baby Kids;https://pedidos.colorexlab.com/1501-large_default/modelo-1-fotopegada.jpg;"https://pedidos.colorexlab.com/1501-home_default/modelo-1-fotopegada.jpg
https://pedidos.colorexlab.com/1513-home_default/modelo-1-fotopegada.jpg
https://pedidos.colorexlab.com/1502-home_default/modelo-1-fotopegada.jpg
https://pedidos.colorexlab.com/1503-home_default/modelo-1-fotopegada.jpg";30x30;;;;
116;Modelo 2 Fotopegada;Baby Kids;https://pedidos.colorexlab.com/1504-large_default/modelo-2-fotopegada.jpg;"https://pedidos.colorexlab.com/1504-home_default/modelo-2-fotopegada.jpg
https://pedidos.colorexlab.com/1515-home_default/modelo-2-fotopegada.jpg
https://pedidos.colorexlab.com/1505-home_default/modelo-2-fotopegada.jpg
https://pedidos.colorexlab.com/1506-home_default/modelo-2-fotopegada.jpg";25x25   30x30;;;;
117;Pack 1 - Seguimiento;Baby Kids;https://pedidos.colorexlab.com/3729-large_default/pack-1-seguimiento.jpg;"https://pedidos.colorexlab.com/3729-home_default/pack-1-seguimiento.jpg
https://pedidos.colorexlab.com/3730-home_default/pack-1-seguimiento.jpg
https://pedidos.colorexlab.com/3731-home_default/pack-1-seguimiento.jpg
https://pedidos.colorexlab.com/3732-home_default/pack-1-seguimiento.jpg";;;;;
118;Pack 10 - Copias Slider;Baby Kids;https://pedidos.colorexlab.com/3843-large_default/pack-10-copias-slider.jpg;"https://pedidos.colorexlab.com/3843-home_default/pack-10-copias-slider.jpg
https://pedidos.colorexlab.com/3844-home_default/pack-10-copias-slider.jpg
https://pedidos.colorexlab.com/3845-home_default/pack-10-copias-slider.jpg
https://pedidos.colorexlab.com/3846-home_default/pack-10-copias-slider.jpg";;;;;
119;Pack 2 - Seguimiento Libretto;Baby Kids;https://pedidos.colorexlab.com/3742-large_default/pack-seguimiento-libretto.jpg;"https://pedidos.colorexlab.com/3742-home_default/pack-seguimiento-libretto.jpg
https://pedidos.colorexlab.com/3741-home_default/pack-seguimiento-libretto.jpg
https://pedidos.colorexlab.com/3743-home_default/pack-seguimiento-libretto.jpg
https://pedidos.colorexlab.com/3744-home_default/pack-seguimiento-libretto.jpg";;;;;
120;Pack 3 - Bohemian Baby;Baby Kids;https://pedidos.colorexlab.com/2260-large_default/pack-bohemian-baby-frame-box-cristal.jpg;"https://pedidos.colorexlab.com/2260-home_default/pack-bohemian-baby-frame-box-cristal.jpg
https://pedidos.colorexlab.com/2261-home_default/pack-bohemian-baby-frame-box-cristal.jpg
https://pedidos.colorexlab.com/3677-home_default/pack-bohemian-baby-frame-box-cristal.jpg
https://pedidos.colorexlab.com/2262-home_default/pack-bohemian-baby-frame-box-cristal.jpg";20x20   24x18   25x25   30x25;;;;
121;Pack 4 - Cristal Mix;Baby Kids;https://pedidos.colorexlab.com/4240-large_default/pack-baby-motive-fotoportada-caja-cristal-mix.jpg;"https://pedidos.colorexlab.com/4240-home_default/pack-baby-motive-fotoportada-caja-cristal-mix.jpg
https://pedidos.colorexlab.com/4239-home_default/pack-baby-motive-fotoportada-caja-cristal-mix.jpg
https://pedidos.colorexlab.com/3678-home_default/pack-baby-motive-fotoportada-caja-cristal-mix.jpg
https://pedidos.colorexlab.com/4241-home_default/pack-baby-motive-fotoportada-caja-cristal-mix.jpg";20x20   25x25;;;;
122;Pack 5 - Baby Motive Fotoportada;Baby Kids;https://pedidos.colorexlab.com/1226-large_default/pack-n15b-album-baby-motive-fotoportada-caja-de-madera-blanca.jpg;"https://pedidos.colorexlab.com/1226-home_default/pack-n15b-album-baby-motive-fotoportada-caja-de-madera-blanca.jpg
https://pedidos.colorexlab.com/3771-home_default/pack-n15b-album-baby-motive-fotoportada-caja-de-madera-blanca.jpg
https://pedidos.colorexlab.com/1227-home_default/pack-n15b-album-baby-motive-fotoportada-caja-de-madera-blanca.jpg
https://pedidos.colorexlab.com/1228-home_default/pack-n15b-album-baby-motive-fotoportada-caja-de-madera-blanca.jpg";25x25   30x20   30x25;;;;
123;Pack 6 - Tu y Yo;Baby Kids;https://pedidos.colorexlab.com/1560-large_default/pack-tu-y-yo.jpg;"https://pedidos.colorexlab.com/1560-home_default/pack-tu-y-yo.jpg
https://pedidos.colorexlab.com/1558-home_default/pack-tu-y-yo.jpg
https://pedidos.colorexlab.com/1559-home_default/pack-tu-y-yo.jpg
https://pedidos.colorexlab.com/1561-home_default/pack-tu-y-yo.jpg";25x25   30x25;;;;
124;Pack 7 - Abuelos;Baby Kids;https://pedidos.colorexlab.com/1565-large_default/pack-abuelos.jpg;"https://pedidos.colorexlab.com/1565-home_default/pack-abuelos.jpg
https://pedidos.colorexlab.com/1566-home_default/pack-abuelos.jpg
https://pedidos.colorexlab.com/1567-home_default/pack-abuelos.jpg
https://pedidos.colorexlab.com/1568-home_default/pack-abuelos.jpg";25x25   30x25;;;;
125;Pack 8 - Mini Baby;Baby Kids;https://pedidos.colorexlab.com/1576-large_default/pack-mini-baby-20x15-sobre-textil.jpg;"https://pedidos.colorexlab.com/1576-home_default/pack-mini-baby-20x15-sobre-textil.jpg
https://pedidos.colorexlab.com/1577-home_default/pack-mini-baby-20x15-sobre-textil.jpg
https://pedidos.colorexlab.com/1578-home_default/pack-mini-baby-20x15-sobre-textil.jpg
https://pedidos.colorexlab.com/1579-home_default/pack-mini-baby-20x15-sobre-textil.jpg";20x15;;;;
